"Major category"	"Subcategory"	"Disease"	"Genetic defect"	"Inheritance"	"score_positive_total"	"VariantCounts.VRE"	"VariantCounts.ClnVar"	"OMIM ID"	"AlphaFold_URL"	"Uniprot"	"HPO IDs"	"HPO term"	"ICD9"	"ICD10"	"Associated features"	"B cell"	"T cell"	"Ig"	"Neutrophil"	"Inheritance detail"	"Major_category_original"	"GOF/DN details"	"T cell details"	"B cell details"	"Ig details"	"Neutrophil details"	"Other affected cells"	"score5.ClnVar"	"score4.ClnVar"	"score2.ClnVar"	"score0.ClnVar"	"score5.VRE"	"score4.VRE"	"score2.VRE"	"score0.VRE"	"min_prob"	"median_prob"	"max_prob"	"q1_prob"	"q3_prob"
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"IL6 signal transducer (IL6ST) deficiency"	"IL6ST"	"AR"	2	"1 / 1 / 95 / 17"	"31 / 6 / 641 / 398"	"618523"	"https://alphafold.ebi.ac.uk/entry/P40189"	"P40189"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"A spectrum ranging from severe atopy to fatal Stuve-Weidemann-like syndrome; skeletal dysplasia, lung dysfunction, renal abnormalities, thrombocytopenia, dermatitis, eczema. Defective acute phase response."	NA	NA	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Most patients died early, no data"	"Most patients died early, no data"	"Most patients died early, no data"	NA	NA	31	6	641	398	1	1	95	17	6.6260507874427e-06	6.6260507874427e-06	6.6260507874427e-06	6.6260507874427e-06	6.6260507874427e-06
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"PGM3 deficiency"	"PGM3"	"AR"	6	"2 / 2 / 58 / 6"	"89 / 24 / 373 / 646"	"172100"	"https://alphafold.ebi.ac.uk/entry/O95394"	"O95394"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Severe atopy, autoimmunity, bacterial and viral infections, skeletal anomalies dysplasia: short stature, brachydactyly, dysmorphic facial features, and intellectual disability cognitive impairment, hypomyelination"	"low"	"mixed"	"mixed"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"CD8 and CD4 T cells may be decreased"	"Low B and memory B cells"	"Normal or elevated IgG and IgA, most high IgE,"	NA	NA	89	24	373	646	2	2	58	6	4.99665105180483e-06	7.49884120047241e-06	3.00097947069149e-05	4.99806517964525e-06	1.75084672255546e-05
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"Comel-Netherton syndrome"	"SPINK5"	"AR"	18	"13 / 4 / 158 / 21"	"156 / 48 / 867 / 1080"	"605010"	"https://alphafold.ebi.ac.uk/entry/Q9NQ38"	"Q9NQ38"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Congenital ichthyosis, bamboo hair, atopic diathesis, increased bacterial infections, failure to thrive"	"low"	"normal"	"high"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Low Switched and non-switched B cells"	"High IgE and IgA"	"Normal"	NA	156	48	867	1080	13	4	158	21	3.87554018910262e-05	5.83779211578066e-05	0.000232709962544718	3.87791970000527e-05	0.000116611713963012
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"AD-HIES  Job syndrome"	"STAT3"	"AD"	3	"1 / 1 / 29 / 15"	"88 / 84 / 676 / 796"	"102582"	"https://alphafold.ebi.ac.uk/entry/P40763"	"P40763"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Distinctive facial features (broad nasal bridge), bacterial infections (boils and pulmonary abscesses, pneumatoceles) due to S. aureus, pulmonary aspergillus, Pneumocystis jirovecii, eczema, mucocutaneous candidiasis, hyperextensible joints, osteoporosis and bone fractures, scoliosis, retention of primary teeth,  coronary and cerebral aneurysm formation"	"borderline"	"defective"	"high"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"LOF, DN"	"Normal overall, Th-17 and T-follicular helper cells decreased"	"Normal,  reduced switched and non-switched memory B cells, BAFF expression increased"	"High IgE"	"Normal"	NA	88	84	676	796	1	1	29	15	6.5681876399845e-06	6.56987e-06	6.57652e-06	6.56902881999225e-06	6.573195e-06
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"STAT6 disorder"	"STAT6"	"AD"	0	"0 / 0 / 12 / 4"	"12 / 0 / 106 / 26"	"620532"	"https://alphafold.ebi.ac.uk/entry/P42226"	"P42226"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Severe atopy, short stature"	"normal"	"variable"	"high"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"GOF"	"Normal with Th2 skew"	"Normal"	"High IgE"	NA	"Eosinophilia"	12	0	106	26	0	0	12	4	0	0	0	0	0
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"Loeys Dietz syndrome due to TGFBR1 deficiency"	"TGFBR1"	"AD"	4	"1 / 1 / 67 / 5"	"85 / 88 / 1336 / 706"	"609192"	"https://alphafold.ebi.ac.uk/entry/P36897"	"P36897"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Recurrent respiratory infectons, eczema, food allergies, hyperextensible joints, scoliosis, retention of primary teeths, aortic anuerysms."	"normal"	"normal"	"high"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Normal"	"Increased IgE"	"Normal"	NA	85	88	1336	706	1	1	67	5	6.5681876399845e-06	6.5735e-06	6.57774e-06	6.57084381999225e-06	6.57562e-06
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"Loeys Dietz syndrome due to TGFBR2 deficiency"	"TGFBR2"	"AD"	3	"1 / 1 / 95 / 7"	"96 / 122 / 1465 / 852"	"610168"	"https://alphafold.ebi.ac.uk/entry/P37173"	"P37173"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Recurrent respiratory infectons, eczema, food allergies, hyperextensible joints, scoliosis, retention of primary teeths, aortic anuerysms."	"normal"	"normal"	"high"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Normal"	"Increased IgE"	"Normal"	NA	96	122	1465	852	1	1	95	7	6.56766998771846e-06	6.56766998771846e-06	6.56766998771846e-06	6.56766998771846e-06	6.56766998771846e-06
"2. CID+"	"5. Hyper IgE Syndromes (HIES)"	"ZNF341 deficiency AR-HIES"	"ZNF341"	"AR"	2	"1 / 1 / 143 / 20"	"31 / 14 / 540 / 654"	"618282"	"https://alphafold.ebi.ac.uk/entry/Q9BYN7"	"Q9BYN7"	"HP:0001051; HP:0002715"	"Seborrheic dermatitis; Abnormality of the immune system"	279.2	"D82.4"	"Bacterial infections, mild facial dysmorphism, pneumatoceles, hyperextensible joints, bone fractures, retention of primary teeth"	"decreased"	"low"	"high"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Decreased Th17 cells"	"Decreased memory B cells"	"High IgE and IgG"	"Normal"	NA	31	14	540	654	1	1	143	20	1.04264488919518e-06	1.04289474447988e-06	1.04314459976458e-06	1.04276981683753e-06	1.04301967212223e-06
"2. CID+"	"6. Defects of Vitamin B12 and Folate Metabolism"	"Methylene-tetrahydrofolate dehydrogenase 1 (MTHFD1) deficiency"	"MTHFD1"	"AR"	6	"3 / 2 / 95 / 11"	"23 / 42 / 432 / 616"	"172460"	"https://alphafold.ebi.ac.uk/entry/P11586"	"P11586"	"HP:0002715; HP:0012335"	"Abnormality of the immune system; Abnormality of folate metabolism"	279.2	"D81.9"	"Recurrent bacterial infection, Pneumocystis jirovecii, megaloblastic anemia, failure to thrive, neutropenia, seizures, intellectual disability, folate-responsive"	"low"	"mixed"	"low"	"low"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low thymic output, normal in vitro proliferation"	"Low"	"Low"	"Low"	NA	23	42	432	616	3	2	95	11	1.69255873223793e-05	3.38617285520655e-05	0.000270915583481715	2.11699408729473e-05	3.38750610396653e-05
"2. CID+"	"6. Defects of Vitamin B12 and Folate Metabolism"	"Folate malabsorption"	"SLC19A1"	"AR"	NA	NA	"2 / 0 / 184 / 184"	NA	"https://alphafold.ebi.ac.uk/entry/P41440"	"P41440"	"HP:0002715; HP:0012335"	"Abnormality of the immune system; Abnormality of folate metabolism"	279.2	"D81.9"	"Mucositis, megaloblastic anemia"	"borderline"	"decreased"	"mixed"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"T cell proliferation reduced"	"Slightly low"	"Normal or low"	"Normal"	NA	2	0	184	184	NA	NA	NA	NA	0	0	0	0	0
"2. CID+"	"6. Defects of Vitamin B12 and Folate Metabolism"	"SLC46A1/PCFT deficiency causing hereditary folate malabsorbtion"	"SLC46A1"	"AR"	3	"2 / 1 / 57 / 5"	"36 / 12 / 439 / 258"	"229050"	"https://alphafold.ebi.ac.uk/entry/Q96NT5"	"Q96NT5"	"HP:0002715; HP:0012335"	"Abnormality of the immune system; Abnormality of folate metabolism"	279.2	"D81.9"	"Megaloblastic anemia, failure to thrive, if untreated for prolonged periods results in intellectual disability"	"variable"	"variable"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Variable numbers and activation profile"	"Variable"	"Low"	NA	NA	36	12	439	258	2	1	57	5	2.13228136226369e-07	6.39850158364233e-07	2.7659794526182e-06	4.26539147295301e-07	1.70291480549122e-06
"2. CID+"	"6. Defects of Vitamin B12 and Folate Metabolism"	"Transcobalamin 2 deficiency"	"TCN2"	"AR"	5	"3 / 1 / 95 / 17"	"90 / 20 / 512 / 832"	"613441"	"https://alphafold.ebi.ac.uk/entry/P20062"	"P20062"	"HP:0002715; HP:0012335"	"Abnormality of the immune system; Abnormality of folate metabolism"	279.2	"D81.9"	"Megaloblastic anemia, pancytopenia, if untreated for prolonged periods results in intellectual disability"	"variable"	"normal"	"low"	"variable"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Variable"	"Low"	"Variable"	NA	90	20	512	832	3	1	95	17	1.41248108114367e-05	1.41265681210993e-05	2.82564904984594e-05	1.41248108114367e-05	1.4131965546662e-05
"2. CID+"	"7. Anhidrotic Ectodermodysplasia with Immunodeficiency (EDA-ID)"	"EDA-ID due to IKBKB GOF mutation"	"IKBKB"	"AD"	2	"1 / 1 / 75 / 29"	"35 / 20 / 504 / 946"	"618204"	"https://alphafold.ebi.ac.uk/entry/O14920"	"O14920"	"HP:0000968; HP:0002715"	"Ectodermal dysplasia; Abnormality of the immune system"	279.2	"D81.9"	"Recurrent bacterial, viral, fungal infections, variable ectodermal defects"	"borderline"	"low"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"GOF"	"Low"	"Normal count, poor function"	"Low"	NA	NA	35	20	504	946	1	1	75	29	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07	3.16088307087084e-07
"2. CID+"	"7. Anhidrotic Ectodermodysplasia with Immunodeficiency (EDA-ID)"	"EDA-ID due to NEMO /IKBKG deficiency (ectodermal dysplasia, immune deficiency)"	"IKBKG"	"XL"	3	"1 / 1 / 5 / 2"	"101 / 36 / 102 / 38"	"300248"	"https://alphafold.ebi.ac.uk/entry/Q9Y6K9"	"Q9Y6K9"	"HP:0000968; HP:0002715"	"Ectodermal dysplasia; Abnormality of the immune system"	279.2	"D81.9"	"Anhidrotic ectodermal dysplasia (in some), various infections (bacteria, mycobacteria, viruses and fungi), colitis, conical teeth, variable defects of skin, hair and teeth, monocyte dysfunction"	"borderline"	"defective"	"defective"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal or decreased, TCR activation impaired"	"Normal, Low memory and isotype switched B cells"	"Decreased, some with elevated IgA, IgM, poor specific antibody responses, absent antibody to polysaccharide antigens"	NA	"Poor NK function"	101	36	102	38	1	1	5	2	4.47024882221904e-08	4.47024882221904e-08	4.47024882221904e-08	4.47024882221904e-08	4.47024882221904e-08
"2. CID+"	"7. Anhidrotic Ectodermodysplasia with Immunodeficiency (EDA-ID)"	"EDA-ID due to IKBA GOF"	"NFKBIA"	"AD"	1	"1 / 0 / 31 / 9"	"20 / 4 / 300 / 354"	"164008"	"https://alphafold.ebi.ac.uk/entry/P25963"	"P25963"	"HP:0000968; HP:0002715"	"Ectodermal dysplasia; Abnormality of the immune system"	279.2	"D81.9"	"Anhidrotic ectodermal dysplasia,  various infections (bacteria, mycobacteria, viruses and fungi), colitis, variable defects of skin, hair and teeth, T cell and monocyte dysfunction"	"variable"	"defective"	"defective"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"GOF"	"Normal total T cells, TCR activation impaired"	"Normal B cell numbers, impaired BCR activation, low memory and isotype switched B cells"	"Decreased IgG and IgA, elevated IgM, poor specific antibody responses, absent antibody to polysaccharide antigens"	NA	NA	20	4	300	354	1	0	31	9	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06
"2. CID+"	"8. Calcium Channel Defects"	"CRACR2A deficiency"	"CRACR2A"	"AR"	0	"0 / 0 / 21 / 0"	"0 / 0 / 156 / 44"	NA	"https://alphafold.ebi.ac.uk/entry/Q9BSW2"	"Q9BSW2"	"HP:0002715; HP:0003198"	"Abnormality of the immune system; Myopathy"	279.2	"D81.9"	"Later onset chronic diarrhea, recurrent lower respiratory tract infections, including pneumonia. Poor T cell activation/proliferation in vitro"	"borderline"	"mixed"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Mild CD4 T cell lymphopenia (low naïve CD4 T). Normal NK cell numbers"	"Normal B cell numbers, low switched memory B cells"	"Panhypogamma (IgG, undetectable; IgM, IgA low).  intact B cell function in vitro"	NA	NA	0	0	156	44	0	0	21	0	0	0	0	0	0
"2. CID+"	"8. Calcium Channel Defects"	"ITPR3"	"ITPR3"	"AR"	1	"1 / 0 / 56 / 14"	"2 / 4 / 461 / 438"	NA	"https://alphafold.ebi.ac.uk/entry/Q14573"	"Q14573"	"HP:0002715; HP:0003198"	"Abnormality of the immune system; Myopathy"	279.2	"D81.9"	"Autoimmune cytopenias, enteropathy, Charcot Marie Tooth in one patient"	"low"	"low"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low T cell numbers, impaired T cell activation and proliferation."	"Low"	"Low"	NA	NA	2	4	461	438	1	0	56	14	7.37825500167468e-06	7.37825500167468e-06	7.37825500167468e-06	7.37825500167468e-06	7.37825500167468e-06
"2. CID+"	"8. Calcium Channel Defects"	"ORAI-1 deficiency"	"ORAI1"	"AR"	2	"1 / 1 / 66 / 8"	"23 / 16 / 501 / 308"	"610277"	"https://alphafold.ebi.ac.uk/entry/Q96D31"	"Q96D31"	"HP:0002715; HP:0003198"	"Abnormality of the immune system; Myopathy"	279.2	"D81.9"	"Autoimmunity, EDA, non-progressive myopathy"	"normal"	"defective"	"normal"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal, defective TCR mediated activation"	"Normal"	"Normal"	NA	NA	23	16	501	308	1	1	66	8	3.2283859336351e-06	9.69070801738049e-06	1.61530301011259e-05	6.45954697550779e-06	1.29218690592532e-05
"2. CID+"	"8. Calcium Channel Defects"	"STIM1 deficiency"	"STIM1"	"AR"	2	"1 / 1 / 132 / 11"	"47 / 31 / 880 / 678"	"605921"	"https://alphafold.ebi.ac.uk/entry/Q13586"	"Q13586"	"HP:0002715; HP:0003198"	"Abnormality of the immune system; Myopathy"	279.2	"D81.9"	"Autoimmunity, EDA, non-progressive myopathy"	"normal"	"defective"	"normal"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal, defective TCR mediated activation"	"Normal"	"Normal"	NA	NA	47	31	880	678	1	1	132	11	5.44541570425835e-07	5.44541570425835e-07	5.44541570425835e-07	5.44541570425835e-07	5.44541570425835e-07
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"BCL11B deficiency"	"BCL11B"	"AD"	3	"1 / 1 / 63 / 10"	"66 / 42 / 717 / 738"	"617237"	"https://alphafold.ebi.ac.uk/entry/Q9C0K0"	"Q9C0K0"	"HP:0000695; HP:0002715"	"Natal tooth; Abnormality of the immune system"	279.2	"D81.9"	"Congenital abnormalities, neonatal teeth, dysmorphic facies, absent corpus callosum, neurocognitive deficits"	"normal"	"low"	"normal"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low"	"Normal"	"Normal"	NA	NA	66	42	717	738	1	1	63	10	6.56810135894017e-06	6.56810135894017e-06	6.56810135894017e-06	6.56810135894017e-06	6.56810135894017e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Hennekam-lymphangiectasia-lymphedema syndrome due to CCBE1 deficiency"	"CCBE1"	"AR"	2	"1 / 1 / 78 / 4"	"19 / 12 / 581 / 485"	"612753"	"https://alphafold.ebi.ac.uk/entry/Q6UXH8"	"Q6UXH8"	"HP:0002715; HP:0031842"	"Abnormality of the immune system; Lymphangiectasis"	279.2	"D81.9"	"Lymphangiectasia and lymphedema with facial abnormalities and other dysmorphic features"	"low"	"mixed"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low/variable"	"Low/variable"	NA	NA	NA	19	12	581	485	1	1	78	4	3.37069749022786e-07	1.6826781020345e-06	3.02828645504622e-06	1.00987392552864e-06	2.35548227854036e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"CD28 deficiency"	"CD28"	"AR"	0	"0 / 0 / 2 / 0"	"2 / 0 / 12 / 6"	NA	"https://alphafold.ebi.ac.uk/entry/P10747"	"P10747"	"HP:0002715; HP:0031842"	"Abnormality of the immune system; Lymphangiectasis"	279.2	"D81.9"	"HPV susceptibility"	"normal"	"normal"	"normal"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal numbers of T and myeloid cells with decreased NK cells"	"Normal numbers of total B cells and subsets"	"Normal serum IgM, G, A; • intact levels of pathogen-spec IgG"	NA	NA	2	0	12	6	0	0	2	0	0	0	0	0	0
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"DIAPH1 deficiency"	"DIAPH1"	"AR"	4	"2 / 1 / 205 / 13"	"69 / 43 / 1854 / 1430"	NA	"https://alphafold.ebi.ac.uk/entry/O60610"	"O60610"	"HP:0002715; HP:0031842"	"Abnormality of the immune system; Lymphangiectasis"	279.2	"D81.9"	"seizures, cortical blindness, microcephaly syndrome (SCBMS).
Recurrent bacterial, viral, fungal infections, B-lymphoma.  Decreased T cell activation/proliferation in vitro,  impaired adhesion/MTOC repositioning to immune synapse, defective cytoskeletal organization and mitochondrial dysfunction in SCBMS pathogenesis"	"variable"	"decreased"	"mixed"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Decreased naive T cells, RTEs"	"hi naïve/transitional, low memory"	"Low IgM, normal IgG, variable IgA.
Near normal vaccine resp"	NA	NA	69	43	1854	1430	2	1	205	13	2.50684928945136e-07	2.50841347062884e-07	2.50970145357233e-07	2.50772618923373e-07	2.50903170246545e-07
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Vici syndrome due to EPG5 deficiency"	"EPG5"	"AR"	13	"7 / 3 / 351 / 44"	"277 / 91 / 1829 / 2688"	"615068"	"https://alphafold.ebi.ac.uk/entry/Q9HCE0"	"Q9HCE0"	"HP:0000518; HP:0002715"	"Cataract; Abnormality of the immune system"	279.2	"D81.9"	"Agenesis of the corpus callosum, cataracts, cardiomyopathy, skin hypopigmentation,  intellectual disability, microcephaly, recurrent infections, chronic mucocutaneous candidiasis"	"defective"	"low"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Profound depletion of CD4+ cells"	"Defective"	NA	NA	NA	277	91	1829	2688	7	3	351	44	1.38968246486889e-05	2.77953818750005e-05	0.000111274627501484	1.39013931267371e-05	2.78154745933428e-05
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Hennekam-lymphangiectasia-lymphedema syndrome due to FAT4 deficiency"	"FAT4"	"AR"	2	"1 / 1 / 599 / 96"	"76 / 32 / 3709 / 2498"	"612411"	"https://alphafold.ebi.ac.uk/entry/Q6V0I7"	"Q6V0I7"	"HP:0002715; HP:0031842"	"Abnormality of the immune system; Lymphangiectasis"	279.2	"D81.9"	"Lymphangiectasia and lymphedema with facial abnormalities and other dysmorphic features"	"low"	"mixed"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low/variable"	"Low/variable"	NA	NA	NA	76	32	3709	2498	1	1	599	96	3.45477387138209e-05	3.45477387138209e-05	3.45477387138209e-05	3.45477387138209e-05	3.45477387138209e-05
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"AIOLOS deficiency"	"IKZF3"	"AD"	1	"1 / 0 / 4 / 1"	"2 / 0 / 66 / 14"	NA	"https://alphafold.ebi.ac.uk/entry/Q9UKT9"	"Q9UKT9"	"HP:0002715; HP:0031842"	"Abnormality of the immune system; Lymphangiectasis"	279.2	"D81.9"	"EBV susceptibility, recurrent sinopulmonary/respiratory infections, PJP, warts, M avium. B cell lymphoma (2/3), B-CLL"	"defective"	"variable"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"DN"	"Normal numbers T, NK cells. Increased naïve CD4+ T cells, RTE. Decreased memory, Tfh; CD40L induction.
Increased %’s CD8 T cells; activated T cells"	"Abnormal B cell development
(decreased BM B precursors; 
hi CD21lo B; decreased memory B cells). Decreased response to CD40"	"Severe hypogamma"	NA	NA	2	0	66	14	1	0	4	1	6.56879167077216e-06	6.56879167077216e-06	6.56879167077216e-06	6.56879167077216e-06	6.56879167077216e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Kabuki Syndrome 2 due to KDM6A deficiency"	"KDM6A"	"XL"	3	"1 / 1 / 51 / 31"	"208 / 104 / 1074 / 921"	"300128"	"https://alphafold.ebi.ac.uk/entry/O15550"	"O15550"	"HP:0002715; HP:0004322"	"Abnormality of the immune system; Short stature"	279.2	"D81.9"	"Typical facial abnormalities, cleft or high arched palate, skeletal abnormalities, short stature, intellectual disability, congenital heart defects, recurrent infections (otitis media, pneumonia) in 50% of patients. Autoimmunity may be present"	"normal"	"normal"	"low"	"normal"	"females_affected"	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Normal"	"Low IgA and occasionally low IgG"	"Normal"	NA	208	104	1074	921	1	1	51	31	2.14257191547335e-06	2.14257191547335e-06	2.16783474041243e-06	2.14257191547335e-06	2.15520332794289e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Wiedemann-Steiner syndrome"	"KMT2A"	"AD"	3	"1 / 1 / 239 / 66"	"655 / 224 / 3211 / 2239"	"605130"	"https://alphafold.ebi.ac.uk/entry/Q03164"	"Q03164"	"HP:0002715; HP:0004322"	"Abnormality of the immune system; Short stature"	279.2	"D81.9"	"Respiratory infections, short stature, hypertelorism, hairy elbows, developmental delay, intellectual disability"	"decreased"	"normal"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Variably decreased switched memory B cells"	"Low"	NA	NA	655	224	3211	2239	1	1	239	66	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Kabuki Syndrome 1 due to KMT2D deficiency"	"KMT2D"	"AD"	5	"3 / 1 / 410 / 508"	"1322 / 473 / 5450 / 5780"	"602113"	"https://alphafold.ebi.ac.uk/entry/O14686"	"O14686"	"HP:0002715; HP:0004322"	"Abnormality of the immune system; Short stature"	279.2	"D81.9"	"Typical facial abnormalities, cleft or high arched palate, skeletal abnormalities, short stature, intellectual disability, congenital heart defects, recurrent infections (otitis media, pneumonia) in 50% of patients. Autoimmunity may be present"	"normal"	"normal"	"low"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Normal"	"Low IgA and occasionally low IgG"	"Normal"	NA	1322	473	5450	5780	3	1	410	508	6.57082e-06	6.57229e-06	1.97241e-05	6.57091e-06	6.57246e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"NFE2L2 GOF"	"NFE2L2"	"AD"	3	"1 / 1 / 42 / 17"	"6 / 2 / 380 / 322"	"617744"	"https://alphafold.ebi.ac.uk/entry/Q16236"	"Q16236"	"HP:0002715; HP:0012758"	"Abnormality of the immune system; Neurodevelopmental delay"	279.2	"D81.9"	"Recurrent respiratory and skin infections, growth retardation, , developmental delay; white matter cerebral lesions, increased level of homocysteine; increased expression of stress response genes"	"decreased"	NA	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	NA	"Decreased switched memory B cells"	"Low"	NA	NA	6	2	380	322	1	1	42	17	6.56715241704045e-06	6.56715241704045e-06	6.56715241704045e-06	6.56715241704045e-06	6.56715241704045e-06
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Purine nucleoside phosphorylase (PNP) deficiency"	"PNP"	"AR"	6	"4 / 1 / 34 / 4"	"31 / 24 / 240 / 250"	"164050"	"https://alphafold.ebi.ac.uk/entry/P00491"	"P00491"	"HP:0002715; HP:0012759"	"Abnormality of the immune system; Neurodevelopmental abnormality"	279.2	"D81.9"	"Autoimmune haemolytic anemia, neurological impairment"	"normal"	"decreased"	"mixed"	"variable"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Progressive decrease"	"Normal"	"Normal to low"	"Variable"	NA	31	24	240	250	4	1	34	4	2.87812544728395e-06	2.87956262841377e-06	2.87834164623077e-05	2.87908831482679e-06	1.36766627081472e-05
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"HOIL1 deficiency"	"RBCK1"	"AR"	3	"1 / 1 / 113 / 22"	"54 / 16 / 409 / 550"	"610924"	"https://alphafold.ebi.ac.uk/entry/Q9BYM8"	"Q9BYM8"	"HP:0002715; HP:0002718"	"Abnormality of the immune system; Recurrent bacterial infections"	279.2	"D81.9"	"Bacterial infections, autoinflammation, amylopectinosis"	"borderline"	"normal"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal numbers"	"Normal,  decreased memory B cells"	NA	NA	NA	54	16	409	550	1	1	113	22	8.31771822196752e-08	8.32236618903291e-08	1.66452806013972e-07	8.32004220550021e-08	1.2483823395215e-07
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"HOIP deficiency"	"RNF31"	"AR"	1	"0 / 1 / 135 / 10"	"4 / 2 / 814 / 702"	"612487"	"https://alphafold.ebi.ac.uk/entry/Q96EP0"	"Q96EP0"	"HP:0002715; HP:0002718"	"Abnormality of the immune system; Recurrent bacterial infections"	279.2	"D81.9"	"Bacterial infections, autoinflammation, amylopectinosis, lymphangiectasia"	"borderline"	"normal"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal numbers"	"Normal,  decreased memory B cells"	NA	NA	NA	4	2	814	702	0	1	135	10	4.2575466834184e-07	4.2575466834184e-07	4.2575466834184e-07	4.2575466834184e-07	4.2575466834184e-07
