"Major category"	"Subcategory"	"Disease"	"Genetic defect"	"Inheritance"	"score_positive_total"	"VariantCounts.VRE"	"VariantCounts.ClnVar"	"OMIM ID"	"AlphaFold_URL"	"Uniprot"	"HPO IDs"	"HPO term"	"ICD9"	"ICD10"	"Associated features"	"B cell"	"T cell"	"Ig"	"Neutrophil"	"Inheritance detail"	"Major_category_original"	"GOF/DN details"	"T cell details"	"B cell details"	"Ig details"	"Neutrophil details"	"Other affected cells"	"score5.ClnVar"	"score4.ClnVar"	"score2.ClnVar"	"score0.ClnVar"	"score5.VRE"	"score4.VRE"	"score2.VRE"	"score0.VRE"	"min_prob"	"median_prob"	"max_prob"	"q1_prob"	"q3_prob"
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Tricho-hepato-enteric syndrome due to SKIV2L mutations"	"SKIV2L"	"AR"	11	"6 / 3 / 151 / 14"	NA	"614602"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002014; HP:0002715"	"Diarrhea; Abnormality of the immune system"	279.2	"D81.9"	"Respiratory infections,IUGR, facial dysmorphic features, wooly hair, early onset intractable diarrhea, liver cirrhosis, platelet abnormalities"	"low"	"defective"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Impaired function"	"Variably low switched memory B cells"	"Low"	NA	NA	NA	NA	NA	NA	6	3	151	14	1.56583311859383e-05	3.13149556244381e-05	0.000328893096993521	1.56672910478183e-05	4.69827887454367e-05
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Hepatic veno-occlusive disease with immunodeficiency (VODI)"	"SP110"	"AR"	4	"2 / 1 / 107 / 18"	"39 / 21 / 518 / 413"	"604457"	"https://alphafold.ebi.ac.uk/entry/Q9HB58"	"Q9HB58"	"HP:0002415; HP:0002715"	"Leukodystrophy; Abnormality of the immune system"	279.2	"D81.9"	"Hepatic veno-occlusive disease,  Susceptibility to Pneumocystis jirovecii pneumonia, CMV, candida, thrombocytopenia, hepatosplenomegaly, cerebrospinal leukodystrophy"	"borderline"	"defective"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal (decreased memory T cells)"	"Normal (decreased memory B cells)"	"Low"	NA	NA	39	21	518	413	2	1	107	18	8.89258922944626e-05	0.00013320324145877	0.000444309119543687	0.00012211996880065	0.000210993646347043
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"STAT5b deficiency"	"STAT5B"	"AD"	2	"1 / 1 / 53 / 3"	"49 / 11 / 480 / 492"	"604260"	"https://alphafold.ebi.ac.uk/entry/P51692"	"P51692"	"HP:0002715; HP:0004322"	"Abnormality of the immune system; Short stature"	279.2	"D81.9"	"Growth-failure, eczema"	"normal"	"normal"	"high"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	"DN"	"Normal"	"Normal"	"Increased igE"	NA	NA	49	11	480	492	1	1	53	3	4.58395992128974e-08	4.5857498286582e-08	4.58753973602666e-08	4.58485487497397e-08	4.58664478234243e-08
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"STAT5b deficiency"	"STAT5B"	"AR"	2	"1 / 1 / 53 / 3"	"49 / 11 / 480 / 492"	"245590"	"https://alphafold.ebi.ac.uk/entry/P51692"	"P51692"	"HP:0002715; HP:0004322"	"Abnormality of the immune system; Short stature"	279.2	"D81.9"	"Growth-hormone insensitive dwarfism, dysmorphic features, eczema, lymphocytic interstitial pneumonitis, autoimmunity"	"normal"	"decreased"	"normal"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Modestly decreased"	"Normal"	"Normal"	NA	NA	49	11	480	492	1	1	53	3	4.58395992128974e-08	4.5857498286582e-08	4.58753973602666e-08	4.58485487497397e-08	4.58664478234243e-08
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Tricho-hepato-enteric syndrome due to TTC37 mutations"	"TTC37"	"AR"	6	"4 / 1 / 181 / 21"	NA	"222470"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002014; HP:0002715"	"Diarrhea; Abnormality of the immune system"	279.2	"D81.9"	"Respiratory infections,IUGR, facial dysmorphic features, wooly hair, early onset intractable diarrhea, liver cirrhosis, platelet abnormalities"	"low"	"defective"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Impaired function"	"Variably low switched memory B cells"	"Low"	NA	NA	NA	NA	NA	NA	4	1	181	21	6.67826971325493e-06	1.67099037395279e-05	6.01942768653038e-05	8.35612239278357e-06	3.00929496128204e-05
"2. CID+"	"9. Other Combined immunodeficiencies wwith syndromic features"	"Immunodeficiency with multiple intestinal atresias"	"TTC7A"	"AR"	7	"4 / 1 / 208 / 20"	"81 / 48 / 936 / 1114"	"609332"	"https://alphafold.ebi.ac.uk/entry/Q9ULT0"	"Q9ULT0"	"HP:0002715; HP:0011100"	"Abnormality of the immune system; Intestinal atresia"	279.2	"D81.9"	"Bacterial (sepsis), fungal, viral infections, multiple intestinal atresias, often with intrauterine polyhydramnios and early demise, some with SCID phenotype"	"borderline"	"variable"	"low"	"normal"	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Variable, but sometimes absent low TRECs"	"Normal or low"	"Low"	"Normal"	NA	81	48	936	1114	4	1	208	20	3.33559240553607e-06	3.33730365972015e-06	1.00041572217906e-05	3.33723510799511e-06	6.67219023557781e-06
"2. CID+"	"9. Other Defects"	"BMFS2 (Hebo deficiency)"	"ERCC6L2"	"AR"	3	"1 / 1 / 78 / 12"	"65 / 28 / 1067 / 830"	"615667"	"https://alphafold.ebi.ac.uk/entry/Q5T890"	"Q5T890"	"HP:0002721; HP:0005528"	"Immunodeficiency; Bone marrow hypocellularity"	238.72	"D61.89"	"Bone marrow failure, learning difficulties, microcephaly, facial dysmorphism"	NA	NA	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	NA	NA	NA	NA	"Hematopoietic stem cell"	65	28	1067	830	1	1	78	12	7.40777524303835e-06	0.000229952918565248	0.000318488062800658	0.000118680346904143	0.000274220490682953
"2. CID+"	"9. Other Defects"	"FLT3L deficiency"	"FLT3LG"	"AR"	0	"0 / 0 / 4 / 1"	"2 / 0 / 26 / 4"	NA	"https://alphafold.ebi.ac.uk/entry/P49771"	"P49771"	"HP:0002715; HP:0011100"	"Abnormality of the immune system; Intestinal atresia"	279.2	"D81.9"	"Viral infections, diarrhea"	"decreased"	"normal"	"high"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Normal"	"Decreased"	"Increased"	NA	"Hypoplastic anaemia, monocytopenia, DC-penia, low/absence of dermal DCs."	2	0	26	4	0	0	4	1	0	0	0	0	0
"2. CID+"	"9. Other Defects"	"PTCRA deficiency"	"PTCRA"	"AR"	0	"0 / 0 / 9 / 1"	"2 / 0 / 54 / 10"	NA	"https://alphafold.ebi.ac.uk/entry/Q6ISU1"	"Q6ISU1"	"HP:0002715; HP:0011100"	"Abnormality of the immune system; Intestinal atresia"	279.2	"D81.9"	"Autoantibodies, norma pateints are normal"	"normal"	"low"	NA	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low T cell in infancy"	"Normal"	NA	NA	NA	2	0	54	10	0	0	9	1	0	0	0	0	0
"2. CID+"	"9. Other Defects"	"SGPL1 deficiency"	"SGPL1"	"AR"	5	"2 / 2 / 43 / 5"	"36 / 14 / 228 / 324"	"617575"	"https://alphafold.ebi.ac.uk/entry/O95470"	"O95470"	"HP:0002715; HP:0011100"	"Abnormality of the immune system; Intestinal atresia"	279.2	"D81.9"	"Nephrotic syndrome, adrenal insufficiency, ichthyosis/acanthosis, dyslipidaemia, mild hypothyroidism, neurological defects"	"low"	"low"	"low"	NA	NA	"2. Combined immunodeficiencies with associated or syndromic features"	NA	"Low"	"Low"	"Low maybe due to nephrotic syndrome"	NA	"Low or normal NK cells."	36	14	228	324	2	2	43	5	1.33982688114442e-06	2.68134324105978e-06	4.02126316751992e-06	1.34085761125652e-06	4.01977414352398e-06
"3. PAD"	"1. Agammaglobulinemia"	"BLNK deficiency"	"BLNK"	"AR"	2	"1 / 1 / 58 / 4"	"15 / 12 / 274 / 418"	"604515"	"https://alphafold.ebi.ac.uk/entry/Q8WV28"	"Q8WV28"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	NA	NA	15	12	274	418	1	1	58	4	2.1001790821256e-07	2.1001790821256e-07	2.1001790821256e-07	2.1001790821256e-07	2.1001790821256e-07
"3. PAD"	"1. Agammaglobulinemia"	"BTK deficiency, X-linked agammaglobulinemia (XLA)"	"BTK"	"XL"	3	"1 / 1 / 13 / 9"	"451 / 174 / 369 / 526"	"300300"	"https://alphafold.ebi.ac.uk/entry/Q06187"	"Q06187"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	"variable"	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	"Variable"	NA	451	174	369	526	1	1	13	9	5.92802951215306e-06	5.92802951215306e-06	5.92802951215306e-06	5.92802951215306e-06	5.92802951215306e-06
"3. PAD"	"1. Agammaglobulinemia"	"Iga deficiency"	"CD79A"	"AR"	2	"1 / 1 / 48 / 7"	"8 / 4 / 151 / 162"	"112205"	"https://alphafold.ebi.ac.uk/entry/P11912"	"P11912"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	NA	NA	8	4	151	162	1	1	48	7	8.57419602648405e-08	8.57419602648405e-08	8.57419602648405e-08	8.57419602648405e-08	8.57419602648405e-08
"3. PAD"	"1. Agammaglobulinemia"	"Igb deficiency"	"CD79B"	"AR"	1	"1 / 0 / 26 / 1"	"4 / 2 / 130 / 238"	"147245"	"https://alphafold.ebi.ac.uk/entry/P40259"	"P40259"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	NA	NA	4	2	130	238	1	0	26	1	1.25580190537866e-08	1.25580190537866e-08	1.25580190537866e-08	1.25580190537866e-08	1.25580190537866e-08
"3. PAD"	"1. Agammaglobulinemia"	"FNIP1 deficiency"	"FNIP1"	"AR"	1	"1 / 0 / 53 / 14"	"40 / 4 / 305 / 412"	NA	"https://alphafold.ebi.ac.uk/entry/Q8TF40"	"Q8TF40"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Early onset recurrent infections: sinopulmonary, bronchiectasis. Congenital heart defects (eg hypertrophic cardiomyopathy). 
Crohn disease (one patient, developmental delay."	"low"	"high"	"low"	"variable"	NA	"3. Predominantly Antibody Deficiencies"	NA	"Increased T cells"	"Low B cells"	"Very low"	"Variable neutropenia"	NA	40	4	305	412	1	0	53	14	2.56280432979804e-05	2.56280432979804e-05	2.56280432979804e-05	2.56280432979804e-05	2.56280432979804e-05
"3. PAD"	"1. Agammaglobulinemia"	"m heavy chain deficiency"	"IGHM"	"AR"	NA	NA	"11 / 2 / 0 / 6"	"147020"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	NA	NA	11	2	0	6	NA	NA	NA	NA	0	0	0	0	0
"3. PAD"	"1. Agammaglobulinemia"	"l5 deficiency"	"IGLL1"	"AR"	1	"1 / 0 / 52 / 22"	"0 / 0 / 292 / 204"	"146770"	"https://alphafold.ebi.ac.uk/entry/P15814"	"P15814"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections, normal numbers of pro-B cells"	"low"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Very low"	"Very low"	NA	NA	0	0	292	204	1	0	52	22	4.33244318764551e-06	4.33244318764551e-06	4.33244318764551e-06	4.33244318764551e-06	4.33244318764551e-06
"3. PAD"	"1. Agammaglobulinemia"	"PIK3CD deficiency"	"PIK3CD"	"AR"	3	"1 / 1 / 118 / 13"	"18 / 12 / 771 / 1034"	NA	"https://alphafold.ebi.ac.uk/entry/O00329"	"O00329"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections; autoimmune complications (IBD)"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	18	12	771	1034	1	1	118	13	7.53868463676205e-07	7.53868463676205e-07	7.53868463676205e-07	7.53868463676205e-07	7.53868463676205e-07
"3. PAD"	"1. Agammaglobulinemia"	"PIK3R1 deficiency"	"PIK3R1"	"AR"	4	"2 / 1 / 60 / 2"	"66 / 42 / 576 / 528"	"171833"	"https://alphafold.ebi.ac.uk/entry/P27986"	"P27986"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe bacterial infections,  decreased or absent pro-B cells"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	66	42	576	528	2	1	60	2	2.89773268065828e-06	2.89893240445582e-06	5.79885919156483e-06	2.89854810633136e-06	3.62399846840815e-06
"3. PAD"	"1. Agammaglobulinemia"	"SLC39A7 (ZIP7) deficiency"	"SLC39A7"	"AR"	4	"3 / 1 / 41 / 6"	"6 / 8 / 216 / 206"	"601416"	"https://alphafold.ebi.ac.uk/entry/Q92504"	"Q92504"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Early onset infections, blistering dermatosis, failure to thrive, thrombocytopenia"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	6	8	216	206	3	1	41	6	8.64379947503424e-07	1.72937648353201e-06	3.45809659158547e-06	8.6468589834375e-07	2.80999796172649e-06
"3. PAD"	"1. Agammaglobulinemia"	"Pu.1 deficiency"	"SPI1"	"AD"	2	"1 / 1 / 1 / 0"	"40 / 6 / 32 / 218"	NA	"https://alphafold.ebi.ac.uk/entry/P17947"	"P17947"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Sinopulmonary infections with encapsulated bacteria. Viral infections in some patients incl paralysis in 1 following live polio vaccine"	"decreased"	"variable"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal numbers of T and NK cells, increased % CD8s"	"Decreased B. B cell development arrested at pro to pre–B stage"	"Undetectable"	NA	"Decreased DC"	40	6	32	218	1	1	1	0	6.5718134919331e-06	6.5718134919331e-06	6.5718134919331e-06	6.5718134919331e-06	6.5718134919331e-06
"3. PAD"	"1. Agammaglobulinemia"	"E47 transcription factor deficiency"	"TCF3"	"AD"	2	"1 / 1 / 172 / 37"	"30 / 20 / 994 / 1048"	"147141"	"https://alphafold.ebi.ac.uk/entry/P15923"	"P15923"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Recurrent bacterial infections"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	30	20	994	1048	1	1	172	37	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06
"3. PAD"	"1. Agammaglobulinemia"	"E47 transcription factor deficiency"	"TCF3"	"AR"	2	"1 / 1 / 172 / 37"	"30 / 20 / 994 / 1048"	NA	"https://alphafold.ebi.ac.uk/entry/P15923"	"P15923"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Severe, recurrent bacterial infections, failure to thrive"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	30	20	994	1048	1	1	172	37	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06	2.66618123865396e-06
"3. PAD"	"1. Agammaglobulinemia"	"Hoffman syndrome/TOP2B deficiency"	"TOP2B"	"AD"	2	"1 / 1 / 93 / 16"	"10 / 0 / 946 / 980"	"126431"	"https://alphafold.ebi.ac.uk/entry/Q02880"	"Q02880"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"Recurrent infections, facial dysmorphism, limb anomalies"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Very low"	"Very low"	NA	NA	10	0	946	980	1	1	93	16	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06	6.56792880365177e-06
"3. PAD"	"1. Severe Reduction in All Serum Immunoglobulin Isotypes with Profoundly Decreased or Absent B Cells, Agammaglobulinemia"	"PAX5 deficiency"	"PAX5"	"AR"	NA	NA	"10 / 30 / 183 / 286"	NA	"https://alphafold.ebi.ac.uk/entry/Q02548"	"Q02548"	"HP:0002715; HP:0004432"	"Abnormality of the immune system; Agammaglobulinemia"	279.04	"D80.0"	"autism spectrum disorder (ASD) and sensorimotor and cognitive defects"	"low"	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	"Low"	"Low"	NA	NA	10	30	183	286	NA	NA	NA	NA	0	0	0	0	0
"3. PAD"	"2. CVID Phenotype"	"ARHGEF1 deficiency"	"ARHGEF1"	"AR"	1	"1 / 0 / 124 / 10"	"4 / 0 / 783 / 798"	"618459"	"https://alphafold.ebi.ac.uk/entry/Q92888"	"Q92888"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.04	"D80.0"	"Recurrent infections, bronchiectasis"	NA	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Low"	NA	NA	4	0	783	798	1	0	124	10	1.7774929903078e-07	1.7774929903078e-07	1.7774929903078e-07	1.7774929903078e-07	1.7774929903078e-07
"3. PAD"	"2. CVID Phenotype"	"ATP6AP1 deficiency"	"ATP6AP1"	"XL"	3	"1 / 1 / 19 / 12"	"12 / 10 / 259 / 300"	"300197"	"https://alphafold.ebi.ac.uk/entry/Q15904"	"Q15904"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Hepatopathy, leukopenia, low copper"	NA	NA	"variable"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Variable"	NA	NA	12	10	259	300	1	1	19	12	8.90487544126261e-07	8.90487544126261e-07	8.90487544126261e-07	8.90487544126261e-07	8.90487544126261e-07
"3. PAD"	"2. CVID Phenotype"	"CD19 deficiency"	"CD19"	"AR"	2	"1 / 1 / 64 / 5"	"19 / 12 / 358 / 362"	"107265"	"https://alphafold.ebi.ac.uk/entry/P15391"	"P15391"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent infections, may have glomerulonephritis"	NA	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Low"	NA	NA	19	12	358	362	1	1	64	5	1.06211224916893e-05	1.06211224916893e-05	1.06211224916893e-05	1.06211224916893e-05	1.06211224916893e-05
"3. PAD"	"2. CVID Phenotype"	"CD20 deficiency"	"CD20"	"AR"	NA	NA	NA	"112210"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent infections"	NA	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
"3. PAD"	"2. CVID Phenotype"	"CD21 deficiency"	"CD21"	"AR"	NA	NA	NA	"120650"	"https://alphafold.ebi.ac.uk/entry/NA"	NA	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent infections"	NA	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Low"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0
"3. PAD"	"2. CVID Phenotype"	"CD81 deficiency"	"CD81"	"AR"	1	"1 / 0 / 24 / 1"	"2 / 0 / 210 / 324"	"186845"	"https://alphafold.ebi.ac.uk/entry/P60033"	"P60033"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent infections, may have glomerulonephritis"	NA	NA	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	"Low"	NA	NA	2	0	210	324	1	0	24	1	9.80489106304326e-09	9.80489106304326e-09	9.80489106304326e-09	9.80489106304326e-09	9.80489106304326e-09
"3. PAD"	"2. CVID Phenotype"	"IKAROS haplosufficiency"	"IKZF1"	"AD"	2	"1 / 1 / 30 / 2"	"14 / 32 / 476 / 220"	"603023"	"https://alphafold.ebi.ac.uk/entry/Q13422"	"Q13422"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent sinopulmonary infections"	"decreased"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	"haplosufficiency"	"Normal"	"Declining"	"Low"	NA	NA	14	32	476	220	1	1	30	2	6.56758372027347e-06	1.97065418601367e-05	3.28455e-05	1.31370627902051e-05	2.62760209300684e-05
"3. PAD"	"2. CVID Phenotype"	"IRF2BP2 deficiency"	"IRF2BP2"	"AD"	1	"1 / 0 / 96 / 4"	"5 / 8 / 816 / 548"	"615332"	"https://alphafold.ebi.ac.uk/entry/Q7Z5L9"	"Q7Z5L9"	"HP:0002715; HP:0004313"	"Abnormality of the immune system; Decreased circulating antibody level"	279.06	"D83.9"	"Recurrent infections, possible autoimmunity and inflammatory disease"	NA	NA	NA	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	NA	NA	NA	NA	NA	5	8	816	548	1	0	96	4	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06	6.56801508016262e-06
"3. PAD"	"2. CVID Phenotype"	"Mannosyl-oligosaccharide glucosidase deficiency (MOGS)"	"MOGS"	"AR"	6	"4 / 2 / 141 / 17"	"41 / 20 / 615 / 454"	"601336"	"https://alphafold.ebi.ac.uk/entry/Q13724"	"Q13724"	"HP:0002715; HP:0005403"	"Abnormality of the immune system; T lymphocytopenia"	279.06	"D83.9"	"Bacterial and viral  infections,  severe neurologic disease, also known as congenital disorder of glycosylation type IIb (CDG-IIb) (GCS1)"	"normal"	"normal"	"low"	NA	NA	"3. Predominantly Antibody Deficiencies"	NA	"Normal"	"Normal"	"Low"	NA	NA	41	20	615	454	4	2	141	17	1.07067956793815e-05	1.0711579904059e-05	0.000107062606992169	1.07078470677699e-05	2.67822070449227e-05
